eval/12000.0_reward_mean,eval/12000.0_normalized_score_mean,eval/6000.0_reward_std,epoch,eval/6000.0_normalized_score_std,eval/12000.0_reward_std,eval/12000.0_normalized_score_std,eval/6000.0_reward_mean,eval/6000.0_normalized_score_mean,update/gradient_step,update/loss_reward,epoch_time,update/loss_action,update/policy_loss,update/learning_rate
-0.9625976447170664,-0.9625976447170664,0.08442707907521597,0,0.08442707907521597,0.07880473237845423,0.07880473237845423,-1.041253336597896,-1.041253336597896,,,,,,
-10.849650340134414,-10.849650340134414,8.18012920193939,1,8.18012920193939,9.110093040729382,9.110093040729382,-6.308680588277893,-6.308680588277893,1000,1.6111121468906296e-05,33.913411378860474,0.12059050440116773,0.12060661552263663,1.001e-05
5.527588832875793,5.527588832875793,1.3991173489584543,2,1.3991173489584543,1.2504083636544234,1.2504083636544234,6.570686566786476,6.570686566786476,2000,5.3530027287699826e-06,34.17066287994385,0.01319057039175221,0.01319592339448098,2.001e-05
-10.358229716016167,-10.358229716016167,0.3787729909806592,3,0.3787729909806592,0.37078322160267424,0.37078322160267424,-10.428337564396225,-10.428337564396225,3000,3.675915517845292e-06,34.05873155593872,0.010148971499372236,0.010152647414890081,3.001e-05
-12.495196710212735,-12.495196710212735,0.3832704537098698,4,0.3832704537098698,0.3999624600465111,0.3999624600465111,-12.39600004615255,-12.39600004615255,4000,2.022971839312658e-06,34.23066306114197,0.007401039273461807,0.00740306224530112,4.0010000000000005e-05
1.806923367594047,1.806923367594047,0.06657330040652626,5,0.06657330040652626,0.06947416826477697,0.06947416826477697,1.7571921222913738,1.7571921222913738,5000,1.3616533009214497e-06,33.92387533187866,0.0043518368221497055,0.004353198475450627,5.0010000000000004e-05
2.2486623867085602,2.2486623867085602,0.05720984845352433,6,0.05720984845352433,0.03471347604114671,0.03471347604114671,2.2378092075918286,2.2378092075918286,6000,1.1869985666635075e-06,35.45663619041443,0.0030424133947576566,0.00304360039332432,6.0009999999999996e-05
3.843086051045198,3.843086051045198,0.04175453975249947,7,0.04175453975249947,0.05070268531683896,0.05070268531683896,3.833981247021806,3.833981247021806,7000,1.2330458303724968e-06,35.705291748046875,0.0021353707651089945,0.0021366038109393672,7.001e-05
8.300591907082602,8.300591907082602,0.08606242870575699,8,0.08606242870575699,0.05689144677092364,0.05689144677092364,8.372409480047512,8.372409480047512,8000,8.706387565357728e-07,35.523274660110474,0.0016012951921659977,0.0016021658309225335,8.001e-05
20.865465687801304,20.865465687801304,0.4765052868182711,9,0.4765052868182711,1.3419357123194808,1.3419357123194808,22.21595876066947,22.21595876066947,9000,5.244925262045517e-07,35.098093032836914,0.001258521788042904,0.0012590462805691085,9.001e-05
70.52174889993947,70.52174889993947,6.94284584178046,10,6.94284584178046,7.798187277278183,7.798187277278183,70.61396484072671,70.61396484072671,10000,7.946457818368645e-07,35.623770236968994,0.001080534284050054,0.0010813289298318908,0.0001
60.49917992375225,60.49917992375225,1.9434187644401348,11,1.9434187644401348,1.9906301862294697,1.9906301862294697,60.55197383255758,60.55197383255758,11000,7.189217687154075e-07,35.29103350639343,0.00096036781226007,0.0009610867340287854,0.0001
58.901598098830085,58.901598098830085,1.575549401160628,12,1.575549401160628,1.9937975324601065,1.9937975324601065,58.21168807233577,58.21168807233577,12000,4.179393421837768e-07,34.860023498535156,0.0008707962461329553,0.0008712141854751391,0.0001
126.73224442396477,126.73224442396477,7.8842054484208175,13,7.8842054484208175,9.178799329276167,9.178799329276167,127.92721496416561,127.92721496416561,13000,8.054999656365812e-07,33.82685875892639,0.0008589170399154263,0.0008597225398810629,0.0001
127.53789959445194,127.53789959445194,55.77154499755286,14,55.77154499755286,6.399174066544432,6.399174066544432,154.4247445832328,154.4247445832328,14000,6.25446174901996e-07,33.56364107131958,0.0007485742615286774,0.0007491997077035794,0.0001
256.6246570675763,256.6246570675763,3.0744393894801325,15,3.0744393894801325,3.0736665191887123,3.0736665191887123,257.5832324510351,257.5832324510351,15000,1.0246914440235477e-06,34.299556255340576,0.0007515335843438105,0.000752558275787834,0.0001
271.00012528899606,271.00012528899606,2.941414668126816,16,2.941414668126816,3.4189171049638194,3.4189171049638194,271.3669576571544,271.3669576571544,16000,4.638022249814799e-07,34.42569637298584,0.000667168044470947,0.0006676318466959284,0.0001
262.14133732148923,262.14133732148923,2.5659369471360467,17,2.5659369471360467,2.44741317713792,2.44741317713792,260.51688146970554,260.51688146970554,17000,5.156555545746451e-07,34.388957500457764,0.0006515765382173429,0.0006520921937719176,0.0001
283.8567458482128,283.8567458482128,7.479626857087658,18,7.479626857087658,8.792581335652196,8.792581335652196,285.3345760858384,285.3345760858384,18000,5.895087455605603e-07,33.795411586761475,0.0005941587230991716,0.0005947482318447322,0.0001
79.51211810974667,79.51211810974667,3.42449074195071,19,3.42449074195071,2.934792326120074,2.934792326120074,80.49839537696062,80.49839537696062,19000,8.206831204197795e-07,34.57870149612427,0.0006141253998774125,0.0006149460829978324,0.0001
70.05404565993763,70.05404565993763,1.7910732672925473,20,1.7910732672925473,1.4281794184224461,1.4281794184224461,68.63249483815194,68.63249483815194,20000,7.668208670555764e-07,34.58744144439697,0.00052962818234586,0.0005303950032129155,0.0001
52.07442980888334,52.07442980888334,1.1267734490928276,21,1.1267734490928276,1.6435131160211744,1.6435131160211744,50.79611695220778,50.79611695220778,21000,4.279388459275068e-07,34.67991328239441,0.0005376458180485823,0.0005380737568945099,0.0001
65.13230707804475,65.13230707804475,1.5843256699113102,22,1.5843256699113102,1.2069302236755555,1.2069302236755555,63.35401128442631,63.35401128442631,22000,5.891556452878914e-07,34.7436044216156,0.0005391983080428658,0.0005397874636881536,0.0001
55.460673922178806,55.460673922178806,1.368206872883128,23,1.368206872883128,1.6159759117155594,1.6159759117155594,53.48605641917125,53.48605641917125,23000,4.470620953457042e-07,33.22902965545654,0.0004964391063805353,0.000496886168475881,0.0001
56.21972920043529,56.21972920043529,1.7677517794784665,24,1.7677517794784665,3.422790707426746,3.422790707426746,51.77871470210364,51.77871470210364,24000,8.545154538968004e-07,34.52676057815552,0.0005081430863950889,0.0005089976018489857,0.0001
44.789712671031,44.789712671031,0.9968691048338479,25,0.9968691048338479,1.937991844277444,1.937991844277444,43.03409820987506,43.03409820987506,25000,6.301954298659997e-07,33.14724922180176,0.0005234553839252281,0.0005240855793550942,0.0001
50.88000435093359,50.88000435093359,1.1650584481614974,26,1.1650584481614974,3.0689739622336227,3.0689739622336227,47.64277183609225,47.64277183609225,26000,5.050040199302575e-07,33.70430541038513,0.00048213903357429116,0.0004826440375942214,0.0001
52.846845304370355,52.846845304370355,3.489371204644481,27,3.489371204644481,2.8630361101469983,2.8630361101469983,50.98375949458026,50.98375949458026,27000,4.700422433240646e-07,33.96662664413452,0.0005060014098008976,0.0005064714520442217,0.0001
75.02616757434562,75.02616757434562,3.9546753794231693,28,3.9546753794231693,4.195834333436131,4.195834333436131,77.14689417658869,77.14689417658869,28000,2.924802782960375e-07,34.059449434280396,0.0004718547685766925,0.0004721472488549885,0.0001
68.05125881247668,68.05125881247668,9.928861422532584,29,9.928861422532584,6.485419032937587,6.485419032937587,69.59649138668557,69.59649138668557,29000,3.3100933229836954e-07,33.15722870826721,0.0004886995083888564,0.0004890305177211548,0.0001
60.99303055654774,60.99303055654774,1.464941214896814,30,1.464941214896814,2.07119634524222,2.07119634524222,56.37222097430073,56.37222097430073,30000,4.716260945947583e-07,34.25388145446777,0.0004597750761897163,0.0004602467022843111,0.0001
54.99402058664261,54.99402058664261,1.7251897381813515,31,1.7251897381813515,2.510962849742963,2.510962849742963,51.77833204694199,51.77833204694199,31000,6.275033671352452e-07,33.27924871444702,0.0004936798815404997,0.0004943073849076349,0.0001
