epoch,eval/12000.0_reward_mean,eval/12000.0_reward_std,eval/6000.0_reward_mean,eval/6000.0_normalized_score_mean,eval/6000.0_reward_std,eval/12000.0_normalized_score_std,eval/6000.0_normalized_score_std,eval/12000.0_normalized_score_mean,update/loss_reward,update/gradient_step,update/loss_action,update/learning_rate,update/policy_loss,epoch_time
10,320.5100093268533,69.5373446780203,323.50542506625607,323.50542506625607,46.93926872657984,69.5373446780203,46.93926872657984,320.5100093268533,3.612228401756898e-07,10000,0.08217263883191249,0.0001,0.08217300005475267,27.227340698242188
11,62.72965476929802,2.720300160338608,75.18459535577763,75.18459535577763,16.974385726974845,2.720300160338608,16.974385726974845,62.72965476929802,4.3002296095836905e-07,11000,0.08478101713522761,0.0001,0.08478144715818857,26.420660972595215
12,291.6320441482789,41.68252236035797,280.01872047898536,280.01872047898536,45.81016470501844,41.68252236035797,45.81016470501844,291.6320441482789,2.4366491679819265e-07,12000,0.07556690298524556,0.0001,0.07556714665016236,26.388935089111328
13,94.48188086073087,40.54571225933719,194.7165702784154,194.7165702784154,158.43342219361438,40.54571225933719,158.43342219361438,94.48188086073087,4.584007868012654e-07,13000,0.07959010678589491,0.0001,0.07959056518668171,26.309788703918457
14,59.10467827198039,1.2762308554720057,59.723192147219606,59.723192147219606,2.0857873120492254,1.2762308554720057,2.0857873120492254,59.10467827198039,3.690591392831992e-07,14000,0.06957137864177264,0.0001,0.06957174770091192,27.41742753982544
15,126.5792537032617,62.92792738395468,259.13132735726055,259.13132735726055,143.029489371732,62.92792738395468,143.029489371732,126.5792537032617,5.578562644213076e-07,15000,0.06981995889637366,0.0001,0.06982051675263808,26.846920490264893
16,77.41055153253896,7.0560112997927105,72.6159792503189,72.6159792503189,2.3003568982941136,7.0560112997927105,2.3003568982941136,77.41055153253896,2.8619883730958887e-07,16000,0.06821742339618979,0.0001,0.0682177095950271,27.316233158111572
17,65.43868089288594,2.823717295529698,62.26456992084702,62.26456992084702,3.941053495621464,2.823717295529698,3.941053495621464,65.43868089288594,3.229125837824213e-07,17000,0.06610932939434998,0.0001,0.06610965230693376,26.231961727142334
18,68.61121482228367,3.5571615420778597,69.769287889563,69.769287889563,3.6776728937395835,3.5571615420778597,3.6776728937395835,68.61121482228367,3.3872784130515243e-07,18000,0.06372602184205353,0.0001,0.06372636056989484,27.038187503814697
19,74.37204657272692,5.883521484999522,119.60533285443323,119.60533285443323,32.89318547561763,5.883521484999522,32.89318547561763,74.37204657272692,3.5027677544994156e-07,19000,0.06407593927187288,0.0001,0.06407628954864833,26.402120351791382
20,68.12986696309693,3.8873840750271413,66.87478778717379,66.87478778717379,2.893025151545305,3.8873840750271413,2.893025151545305,68.12986696309693,3.669938144417604e-07,20000,0.062450512652792584,0.0001,0.062450879646607026,27.01635193824768
21,95.0428218712272,36.388918449168095,91.29633585150083,91.29633585150083,29.948128965107315,36.388918449168095,29.948128965107315,95.0428218712272,2.5576786431573407e-07,21000,0.05898298996267591,0.0001,0.05898324573054023,26.787522077560425
22,70.22222581531618,3.0986120201313128,73.18370824922215,73.18370824922215,3.218092837549472,3.0986120201313128,3.218092837549472,70.22222581531618,3.315417826994676e-07,22000,0.062159432228468633,0.0001,0.062159763770251335,27.375667810440063
23,80.07445133978418,5.129766499125978,72.22617707888818,72.22617707888818,4.383163714229353,5.129766499125978,4.383163714229353,80.07445133978418,2.7854404036617705e-07,23000,0.05727981671992533,0.0001,0.0572800952639657,26.614380598068237
24,64.1213335326671,4.564090794255674,66.4346844327903,66.4346844327903,3.48087816240302,4.564090794255674,3.48087816240302,64.1213335326671,3.7182887478389417e-07,24000,0.05644122156967923,0.0001,0.056441593398554014,27.38414692878723
25,111.04548462387393,69.15815582092858,69.4751625505912,69.4751625505912,4.28438600713102,69.15815582092858,4.28438600713102,111.04548462387393,3.8820692150583093e-07,25000,0.06178647296124635,0.0001,0.06178686116816785,26.687355756759644
26,500.0405481051701,93.93191967556362,447.7517150530157,447.7517150530157,199.61362331749206,93.93191967556362,199.61362331749206,500.0405481051701,3.1015461925527745e-07,26000,0.0540995291291007,0.0001,0.05409983928371996,27.046708822250366
27,135.94232596928677,67.53743742295877,81.20350764412323,81.20350764412323,15.244206894350798,67.53743742295877,15.244206894350798,135.94232596928677,2.751621502485116e-07,27000,0.05659481161855998,0.0001,0.05659508678071023,27.244463443756104
28,125.37913366567211,63.9630302006031,79.93378403650873,79.93378403650873,4.819255868260849,63.9630302006031,4.819255868260849,125.37913366567211,1.9904447220607704e-07,28000,0.05000988454024745,0.0001,0.05001008358471965,26.898908138275146
29,71.68988376902443,2.6629504453924464,71.46945644183998,71.46945644183998,3.196247122083719,2.6629504453924464,3.196247122083719,71.68988376902443,2.468329631344024e-07,29000,0.052442089496885946,0.0001,0.05244233632984908,27.002899408340454
30,356.07592371261705,20.992628675833632,337.20951067954684,337.20951067954684,93.03959743999096,20.992628675833632,93.03959743999096,356.07592371261705,3.082188878144928e-07,30000,0.05389393935782936,0.0001,0.05389424757671717,26.3327419757843
31,77.16195544142897,4.518432868479294,68.60623876157734,68.60623876157734,4.625813523359273,4.518432868479294,4.625813523359273,77.16195544142897,3.361804484153484e-07,31000,0.04911312313158294,0.0001,0.04911345931203136,26.861018419265747
32,400.7633961920116,96.62748855987448,364.9289478356294,364.9289478356294,57.258329750700454,96.62748855987448,57.258329750700454,400.7633961920116,2.9428455889690474e-07,32000,0.05053970222501388,0.0001,0.05053999650957278,27.55375623703003
33,67.57845295887849,5.577617954107954,64.82808519720821,64.82808519720821,4.582092744848219,5.577617954107954,4.582092744848219,67.57845295887849,3.497674737645118e-07,33000,0.05117865329576906,0.0001,0.05117900306324282,27.459741830825806
34,81.57507356263483,5.6403181841999315,179.54897895566086,179.54897895566086,104.99093590871898,5.6403181841999315,104.99093590871898,81.57507356263483,3.534284445315203e-07,34000,0.04935059578404848,0.0001,0.049350949212493014,26.839670658111572
35,77.62175967207601,3.629421183402714,99.06544709786705,99.06544709786705,49.280416680439316,3.629421183402714,49.280416680439316,77.62175967207601,2.1441017639837688e-07,35000,0.04565319492879123,0.0001,0.04565340933896763,27.434906721115112
36,123.52499873837822,101.06636409318295,73.30613689062162,73.30613689062162,6.092385101128179,101.06636409318295,6.092385101128179,123.52499873837822,3.2556294830180235e-07,36000,0.04575066918800528,0.0001,0.04575099475095358,26.81039047241211
37,67.13297211356647,3.3616142949410555,73.1896812110135,73.1896812110135,3.432691562134208,3.3616142949410555,3.432691562134208,67.13297211356647,3.542097904778126e-07,37000,0.0485082853667805,0.0001,0.04850863957657098,26.722989559173584
38,171.906072212045,117.2434287907243,90.64343049811204,90.64343049811204,3.4125877969380176,117.2434287907243,3.4125877969380176,171.906072212045,4.7819333890565e-07,38000,0.04565728521030151,0.0001,0.04565776340364042,27.046173572540283
39,78.1263668830709,4.158899319960901,76.04023305285382,76.04023305285382,4.207878153349927,4.158899319960901,4.207878153349927,78.1263668830709,3.6866117517631334e-07,39000,0.04383830641137595,0.0001,0.043838675072551125,26.99616813659668
40,73.92952950168056,3.8120685045322116,79.63792730652875,79.63792730652875,4.025999023005778,3.8120685045322116,4.025999023005778,73.92952950168056,2.900493770441963e-07,40000,0.04218890366100016,0.0001,0.0421891937103772,26.9336998462677
41,248.91328717348028,44.74605043050304,180.58520636052796,180.58520636052796,53.447654680108144,44.74605043050304,53.447654680108144,248.91328717348028,2.574984641385016e-07,41000,0.045306902559565945,0.0001,0.04530716005803009,30.55732798576355
42,410.2496669346071,87.94162789260675,74.08775252747263,74.08775252747263,4.9049715450743925,87.94162789260675,4.9049715450743925,410.2496669346071,4.1140569508314767e-07,42000,0.04399643101497211,0.0001,0.04399684242066719,27.09642243385315
43,394.8979696085633,112.20089376624077,344.7241311296677,344.7241311296677,58.687576071725154,112.20089376624077,58.687576071725154,394.8979696085633,3.2780162929831626e-07,43000,0.042290770001003355,0.0001,0.042291097802632655,28.323598384857178
44,92.57009804385787,8.997269456277774,81.63927755472858,81.63927755472858,8.97904731137677,8.997269456277774,8.97904731137677,92.57009804385787,2.5003055480484866e-07,44000,0.03953200161844041,0.0001,0.03953225164899521,27.913992881774902
45,436.78325586359387,117.80059848350085,430.94373635939075,430.94373635939075,71.97199594170853,117.80059848350085,71.97199594170853,436.78325586359387,3.130131038564642e-07,45000,0.04014666751186154,0.0001,0.040146980524965396,26.98465919494629
46,351.7429361684182,86.79695396688331,345.13843850194945,345.13843850194945,124.72810781445605,86.79695396688331,124.72810781445605,351.7429361684182,3.8664590488323937e-07,46000,0.0412358719676702,0.0001,0.041236258613575084,27.229063987731934
47,198.30983633101954,119.63117836814412,398.2039355991461,398.2039355991461,122.48442849817073,119.63117836814412,122.48442849817073,198.30983633101954,2.5987399904685385e-07,47000,0.04139003870320061,0.0001,0.04139029857719966,26.951149225234985
48,384.45838068111954,119.14490011350334,274.5110781634679,274.5110781634679,178.2141502863489,119.14490011350334,178.2141502863489,384.45838068111954,3.392120364507272e-07,48000,0.038525763774518905,0.0001,0.03852610298655536,26.725473403930664
49,339.9405429575315,46.75000968210919,432.2394504900164,432.2394504900164,34.4722558628051,46.75000968210919,34.4722558628051,339.9405429575315,3.3070891581925774e-07,49000,0.03930530550821977,0.0001,0.03930563621713559,26.627930402755737
50,385.6095516401875,22.375320809809754,347.7259336447894,347.7259336447894,116.86053698061922,22.375320809809754,116.86053698061922,385.6095516401875,2.7076083379840026e-07,50000,0.038439157492818565,0.0001,0.03843942825365236,27.068260431289673
51,340.1531654975964,161.5741043184993,283.78247595775713,283.78247595775713,246.9848856137695,161.5741043184993,246.9848856137695,340.1531654975964,2.9465666661021635e-07,51000,0.040234521883013095,0.0001,0.0402348165396797,27.40828847885132
52,306.94004787223344,97.45378306364154,374.08560559869113,374.08560559869113,117.35556295443365,97.45378306364154,117.35556295443365,306.94004787223344,3.086705946505479e-07,52000,0.038348076338893894,0.0001,0.03834838500948855,27.209794282913208
53,451.03178513942237,133.00701319132023,520.5312352019058,520.5312352019058,56.72031014705374,133.00701319132023,56.72031014705374,451.03178513942237,3.3120496775926823e-07,53000,0.03565375829792573,0.0001,0.03565408950289349,27.38680648803711
54,294.42112702483286,54.816974693362354,100.02852245077989,100.02852245077989,45.494294229308124,54.816974693362354,45.494294229308124,294.42112702483286,2.94116533337243e-07,54000,0.03617621470851272,0.0001,0.036176508825046055,26.852140426635742
55,114.40656200804187,126.3587400411254,204.3656493474918,204.3656493474918,210.24120337809376,126.3587400411254,210.24120337809376,114.40656200804187,4.492179514342575e-07,55000,0.03775356258370786,0.0001,0.03775401180165929,26.41780114173889
56,410.51214075454675,110.47414786356188,404.5562306327389,404.5562306327389,81.93434868924244,110.47414786356188,81.93434868924244,410.51214075454675,2.9269294199148307e-07,56000,0.037757743032705286,0.0001,0.03775803572564728,26.714813232421875
57,315.8908908757691,122.65335869106647,383.42414671274,383.42414671274,128.3083458085872,122.65335869106647,128.3083458085872,315.8908908757691,3.936540495235782e-07,57000,0.039380380174371024,0.0001,0.03938077382842055,26.892877101898193
58,350.606967059211,90.76478893252238,389.3248168417005,389.3248168417005,153.6001629171883,90.76478893252238,153.6001629171883,350.606967059211,2.4379381884668653e-07,58000,0.033945048537587424,0.0001,0.03394529233140627,26.489399909973145
59,322.26912456175774,98.59461381696245,366.51754184889217,366.51754184889217,143.2657093705761,98.59461381696245,143.2657093705761,322.26912456175774,2.943751390313336e-07,59000,0.03632504945115435,0.0001,0.03632534382629338,26.829821586608887
60,24.526585151322895,0.9897701830127001,25.786472145586934,25.786472145586934,1.9352723097455367,0.9897701830127001,1.9352723097455367,24.526585151322895,2.6125164214559047e-07,60000,0.034764890131052086,0.0001,0.03476515138269423,28.282944440841675
61,78.16931397691512,23.630414480244436,59.99459090572149,59.99459090572149,11.366903977210042,23.630414480244436,11.366903977210042,78.16931397691512,3.144441815444592e-07,61000,0.03214845316430527,0.0001,0.03214876760848682,27.31695008277893
62,472.1886047703936,89.26312059487746,384.42949796309,384.42949796309,33.17431956191515,89.26312059487746,33.17431956191515,472.1886047703936,2.895560769154394e-07,62000,0.03304815477417094,0.0001,0.03304844433024785,26.972026348114014
63,409.9360190883409,161.8835827920905,339.15993491475575,339.15993491475575,135.18585663063007,161.8835827920905,135.18585663063007,409.9360190883409,3.07960562400107e-07,63000,0.036396737876843055,0.0001,0.03639704583740545,28.030418157577515
64,240.85236599805017,178.0752791970967,185.96637520626902,185.96637520626902,125.42571166650882,178.0752791970967,125.42571166650882,240.85236599805017,2.583498131604803e-07,64000,0.032747935533355886,0.0001,0.03274819388316905,27.04259181022644
65,338.4101142814438,62.51031982301585,321.25578904709766,321.25578904709766,30.42569631118778,62.51031982301585,30.42569631118778,338.4101142814438,3.5291806910491164e-07,65000,0.03197251848128245,0.0001,0.03197287139935155,26.7226459980011
66,374.1487037482602,88.27723903411463,362.1370912883539,362.1370912883539,25.497804995518425,88.27723903411463,25.497804995518425,374.1487037482602,3.897422355606193e-07,66000,0.03201005975011796,0.0001,0.03201044949235352,26.85480570793152
67,52.50926779973012,28.84521056462223,66.12180009472627,66.12180009472627,20.1729885162057,28.84521056462223,20.1729885162057,52.50926779973012,2.9508708594719554e-07,67000,0.035365375106352376,0.0001,0.03536567019343832,26.83407211303711
68,22.227627167078666,1.4384181826358673,102.96564883184014,102.96564883184014,108.41693928176471,1.4384181826358673,108.41693928176471,22.227627167078666,2.8022085811320547e-07,68000,0.032481389803855565,0.0001,0.03248167002471368,26.6340229511261
69,102.17913235252595,97.09292764487088,23.047834769229386,23.047834769229386,0.7155833314177525,97.09292764487088,0.7155833314177525,102.17913235252595,3.0242052678077166e-07,69000,0.032578616715246464,0.0001,0.032578919135773245,26.43911623954773
70,314.1364317174812,271.83326673378895,282.7387826886259,282.7387826886259,95.92616212710186,271.83326673378895,95.92616212710186,314.1364317174812,2.865866090047232e-07,70000,0.03314699417247385,0.0001,0.03314728075908285,26.777737617492676
71,277.90875002718394,118.55557638275985,304.55740005350793,304.55740005350793,98.29797428044787,118.55557638275985,98.29797428044787,277.90875002718394,3.2924276287174896e-07,71000,0.03436868211358819,0.0001,0.034369011356351065,26.340181350708008
72,152.86429460063994,102.94571524948651,327.42803978642485,327.42803978642485,74.06214826169412,102.94571524948651,74.06214826169412,152.86429460063994,2.6655707298948466e-07,72000,0.035124740463721604,0.0001,0.035125007020794595,26.97761559486389
73,53.800885436013786,4.6936841927903945,67.71783688605778,67.71783688605778,18.254018817852973,4.6936841927903945,18.254018817852973,53.800885436013786,3.692841218652447e-07,73000,0.02934374157579206,0.0001,0.029344110859913924,27.24310278892517
74,21.683321224304585,0.398162388611433,21.874988648701713,21.874988648701713,0.6496715232788886,0.398162388611433,0.6496715232788886,21.683321224304585,3.015496801716445e-07,74000,0.029649156763540414,0.0001,0.029649458313220585,26.419273853302002
75,266.53983106879514,66.4500734775634,162.5761028307393,162.5761028307393,53.82553303924021,66.4500734775634,53.82553303924021,266.53983106879514,3.705119228827474e-07,75000,0.034814957700632025,0.0001,0.03481532821255491,26.668694972991943
76,312.4103317480038,2.1764296412550745,154.20725204107654,154.20725204107654,58.31399178853671,2.1764296412550745,58.31399178853671,312.4103317480038,2.6954650603915024e-07,76000,0.029885658115370806,0.0001,0.029885927661876845,26.825340747833252
77,25.576735548971804,0.8876631046935366,158.75431257430336,158.75431257430336,162.99691493374326,0.8876631046935366,162.99691493374326,25.576735548971804,4.2305956929842506e-07,77000,0.033974098999763544,0.0001,0.033974522059332844,26.677922248840332
78,228.77942688804313,147.65715623245066,165.37309053387636,165.37309053387636,146.86546178507976,147.65715623245066,146.86546178507976,228.77942688804313,2.207592353762623e-07,78000,0.030755459581024828,0.0001,0.030755680340260202,26.315550804138184
79,456.1747594950286,57.760137272142984,418.7647347137471,418.7647347137471,62.101164586031,57.760137272142984,62.101164586031,456.1747594950286,3.4252722148808015e-07,79000,0.03331047665071091,0.0001,0.033310819177932396,26.56725263595581
80,22.609578899633537,2.321809228515444,27.29151429346134,27.29151429346134,0.8033576848414359,2.321809228515444,0.8033576848414359,22.609578899633537,3.512932055497044e-07,80000,0.03036882944881379,0.0001,0.03036918074201934,26.77195954322815
81,76.16970967937385,4.129534158628994,83.98156968639897,83.98156968639897,77.7902067771882,4.129534158628994,77.7902067771882,76.16970967937385,3.7075686612890516e-07,81000,0.02780016388556264,0.0001,0.027800534642428768,26.666440725326538
82,64.65223984848981,14.453833127677866,62.02013465787827,62.02013465787827,15.96060292370618,14.453833127677866,15.96060292370618,64.65223984848981,3.826661521206449e-07,82000,0.03422530945695793,0.0001,0.03422569212311005,27.036969661712646
83,94.7673779731121,51.10685770962451,74.54655536815898,74.54655536815898,6.455011790897563,51.10685770962451,6.455011790897563,94.7673779731121,3.1150028594771274e-07,83000,0.03050216567274727,0.0001,0.030502477173033216,26.61761474609375
84,21.876752856621316,0.8060090564714562,142.91648266128814,142.91648266128814,100.75470785220337,0.8060090564714562,100.75470785220337,21.876752856621316,3.720460966061783e-07,84000,0.031485250371029075,0.0001,0.03148562241712568,27.17374873161316
85,79.67746606325454,61.26975906334886,38.39722271963966,38.39722271963966,14.278016931888846,61.26975906334886,14.278016931888846,79.67746606325454,3.143832680081389e-07,85000,0.02920980035810066,0.0001,0.02921011474136867,26.70201802253723
86,38.9458517778696,10.582233790676323,34.57629975685669,34.57629975685669,1.8709681173157502,10.582233790676323,1.8709681173157502,38.9458517778696,3.5015852426931063e-07,86000,0.029275607956293487,0.0001,0.029275958114817757,27.299767017364502
87,23.84475988629515,1.7816266627264583,40.13320776946112,40.13320776946112,14.137126647783326,1.7816266627264583,14.137126647783326,23.84475988629515,3.655069962778472e-07,87000,0.029607358043506744,0.0001,0.02960772355050302,27.28223752975464
88,72.83664736773828,77.70479930680357,23.97478357979128,23.97478357979128,0.8116715634057398,77.70479930680357,0.8116715634057398,72.83664736773828,4.5399497380960716e-07,88000,0.031383136059882605,0.0001,0.031383590054856414,28.177658557891846
89,21.265575532480177,0.4376896808200275,20.74898540206672,20.74898540206672,0.38013139695878295,0.4376896808200275,0.38013139695878295,21.265575532480177,2.631422448783887e-07,89000,0.031495513730946875,0.0001,0.03149577687319175,27.97297239303589
90,21.817551336023854,0.6867591730469392,20.670999460470806,20.670999460470806,0.4029275662748758,0.6867591730469392,0.4029275662748758,21.817551336023854,5.591072870345037e-07,90000,0.02916058471196383,0.0001,0.029161143819250866,28.81212878227234
91,22.819964311970885,0.4255463748337977,26.419429226045168,26.419429226045168,2.8497387562612415,0.4255463748337977,2.8497387562612415,22.819964311970885,2.5345218646186623e-07,91000,0.028495827567360816,0.0001,0.028496081019547276,27.18071484565735
92,64.14789440333483,115.53216473329189,375.81751677984005,375.81751677984005,295.2814147476955,115.53216473329189,295.2814147476955,64.14789440333483,3.0526679302805923e-07,92000,0.030178805017367926,0.0001,0.030179110284160954,27.48857879638672
93,24.505522453878,0.7538534775095012,102.75230157093793,102.75230157093793,149.01907884024033,0.7538534775095012,149.01907884024033,24.505522453878,3.2693688756683384e-07,93000,0.029454589703223913,0.0001,0.02945491664011148,27.2390718460083
94,25.566471508196724,1.114415940429691,27.576992664994986,27.576992664994986,2.278520923471697,1.114415940429691,2.278520923471697,25.566471508196724,2.595537661330112e-07,94000,0.03221131205618001,0.0001,0.032211571609946144,29.161255598068237
95,24.525702838677145,0.7497266382899948,25.022167758714357,25.022167758714357,0.9645526656853556,0.7497266382899948,0.9645526656853556,24.525702838677145,2.8158917405597537e-07,95000,0.030148208935642545,0.0001,0.0301484905248166,27.34138512611389
96,22.563337043940184,0.4023260340867355,23.73119970208412,23.73119970208412,0.8275463331449979,0.4023260340867355,0.8275463331449979,22.563337043940184,3.245895369565256e-07,96000,0.03051717711713529,0.0001,0.030517501706672247,28.029290199279785
97,23.055510505874015,0.4990111329851759,29.228342262614042,29.228342262614042,1.1481585431682437,0.4990111329851759,1.1481585431682437,23.055510505874015,4.2122664127310953e-07,97000,0.029064668856043516,0.0001,0.029065090082684788,27.00101089477539
98,22.972306622524194,0.9612912594517645,29.371929536685126,29.371929536685126,2.5259265076824597,0.9612912594517645,2.5259265076824597,22.972306622524194,3.4219666459782585e-07,98000,0.02749577161411536,0.0001,0.02749611381077996,27.04573702812195
99,90.79646787174487,8.313555102903258,444.5783745912355,444.5783745912355,161.61701918515467,8.313555102903258,161.61701918515467,90.79646787174487,4.106114591417064e-07,99000,0.02936073449134873,0.0001,0.02936114510280787,27.573303937911987
100,22.11804022673476,0.7688855798655253,27.46911669642581,27.46911669642581,12.22324714803468,0.7688855798655253,12.22324714803468,22.11804022673476,4.0605903496964215e-07,100000,0.029044607635136818,0.0001,0.029045013694171787,28.167912244796753
